2,25029	-0,11612914	-0,160180814	-1,237539287	-1,830126679	-2,060172201	-1,697627074	-0,190762117	-1,777201063	-1,486295902	-1,081162567	-0,485921204	-1,874522593	-1,355710345	-1,248630447	-1,770017204	-1,339139749	0,378744192	0,578504837	0,121440346	-0,004539448	-0,0100587	-0,033766157	0,074965846	0,13144497	-0,521640517	-1,328274374	-1,622320848	-1,29889196	-1,249437583	-0,195941344	-1,040024496	-1,410346466	0,00844348	-0,305900073	-0,109033629	-0,827565937	-1,677806601	-0,648183865	0,184769936	-1,142218859	-1,591183012	-1,353210544	-1,723297097	-1,386518188	-0,273566436	-0,939972566	-0,572755099	-0,450807645	-0,461394125	0,536370529	0,255705715	-0,737965432	0,010799862	0,810472975	0,653729332	-0,352768629	-1,724389254	-1,431636292	-1,107288996	-1,236669686	-3,542178798	-2,979935789	-2,533941803	-1,170160283	-3,332144422	-2,872795737	-2,40470037	-1,205468475	-3,142950736	-2,629290737	-2,380851435	0,139736573	-1,781964657	-0,851939847	-1,04556372	1
2,28511	-0,236613068	-0,162044215	1,296596458	0,042823471	-0,747334533	-1,120472752	-0,024516705	-0,148328907	-1,478563077	-1,320943419	-0,783813294	-0,849777818	-1,964368716	0,132044703	-0,743646145	-1,355952567	0,450331583	0,628695052	0,632577232	-0,004539448	-0,0100587	-0,095575615	0,037912491	0,119023234	0,886811791	-0,359375275	-1,094012327	-1,422789337	-1,180346411	-0,029995123	-0,986125142	-1,035137375	0,670041346	0,270464848	-0,029882202	-0,498379427	-1,730515292	-0,501867372	-0,163933288	-1,536199434	-1,38077596	0,095812678	-1,642370697	-1,51221466	-0,078954713	-1,028276855	-0,997165833	2,109227893	1,199122925	0,886462117	1,604116861	-0,622481117	-0,973439883	-0,356842484	0,38409519	-0,098923771	-0,305194164	-1,462306316	-1,306172658	-0,425505009	-1,181037948	-3,110573803	-2,83632173	-0,414907362	-1,14367248	-2,947797776	-2,738168426	-0,558326204	-1,272120333	-2,877993328	-2,576991532	-1,49244471	-0,937676261	-2,270261189	-1,462621989	1
2,30305	-0,109484268	-0,051884324	0,665864943	1,41658993	0,438301547	-0,30244161	1,163614841	0,788312783	0,541692473	-0,717404115	1,15828319	0,25156837	-0,05987119	0,318793935	0,301155481	-0,427836275	-0,239604312	0,138155833	0,113533893	-0,004539448	-0,0100587	-0,12897068	-0,000785473	0,113745662	0,684365738	1,43388317	0,401784263	-0,347673361	-0,737403272	1,159068481	-0,664626075	-0,779206804	-0,206516313	0,271913027	-0,36487677	0,888686792	-0,264043465	-0,670524103	0,887983112	0,565267199	-1,576644363	1,979920889	0,397810938	-0,918448378	1,195089303	0,461198234	-0,701033481	-1,085227785	0,734710264	0,338580453	0,199004548	-1,607503823	-1,594036146	-1,727767766	-1,128580125	1,109248469	0,682040145	0,360900833	-0,760929631	-0,504399792	-0,660654336	-1,245750059	-2,989329969	-0,571168975	-0,711250673	-1,262648996	-2,881692114	-0,615483337	-0,84663839	-1,393599332	-2,821891329	-0,359943536	-1,277144077	-0,964727046	-2,145856528	-1
2,29919	-0,043984823	-0,087581244	-0,148705379	0,373455131	1,095509753	0,306578914	-0,383358783	0,540149634	0,43188637	0,285315812	0,58808974	1,170517488	0,529266245	0,170573064	0,326837418	0,335075804	-1,801563488	-2,584931021	-2,188183946	-0,004539448	-0,0100587	-0,115164797	-0,036996289	0,103205333	-0,51687198	0,167669487	0,938174427	0,151530658	-0,491062499	-0,384158727	-0,818741972	-1,307853975	-0,202129639	0,148421412	-0,265323834	-0,065492531	0,187649493	-0,872561503	-0,532551742	0,11617498	-1,774076064	-0,298970059	1,044883781	-0,853396589	0,279997391	0,775961804	-0,222762727	-1,938572249	-2,184702302	-0,565479306	-0,73900491	-1,00729992	-1,866463473	-1,882753609	-2,008417787	-0,340144765	0,51723183	0,367942859	0,151922404	0,031046299	-0,336474513	-0,517665602	-1,083075172	0,53013631	-0,029980318	-0,267907679	-0,841436968	0,633146677	0,012202838	-0,31848189	-0,897490921	-0,288066316	-0,447137814	-1,200914157	-0,978614454	1
2,31711	-0,058077792	0,078188382	0,665117631	0,372915765	0,714356057	1,314421782	1,753417911	0,94803766	1,44554915	1,261761052	0,580492492	0,783492867	1,277641871	1,432490206	1,069196468	1,034147907	0,799834021	-0,349219783	-0,255017377	-0,004539448	-0,0100587	-0,055389388	-0,034384047	0,094157538	1,617264896	0,946593939	1,181778225	1,725248235	0,955873031	1,733682421	1,051423562	-0,559870467	0,720455911	0,177330007	0,010600794	1,735687412	1,521536904	-0,0492449	0,741457773	0,679437984	-0,755197603	0,580715262	1,3402379	-0,319838052	0,608382477	1,170025182	0,394711055	-0,474527093	-1,746004206	-2,10619862	-0,75161306	-1,362316279	-1,692024337	-2,307136051	-2,318931228	1,577621145	0,832758184	1,300985816	1,096532474	-0,065289702	-0,022939929	-0,30980085	-0,488789875	-0,05879296	0,34310307	-0,057768989	-0,265358168	-0,059727644	0,417082896	-0,023959535	-0,308099641	1,675987352	0,957202869	0,575153255	-0,24214655	1
2,34463	0,007348632	0,060285117	1,023827497	1,219181793	0,93041833	1,169935275	-0,194637302	1,078551109	0,671162043	1,176319661	-0,238410863	0,229873565	0,511500001	-0,227402242	0,803917165	0,74053275	0,585098948	1,041264099	0,464202329	-1,395880299	-1,551554528	0,000365565	-0,032261141	0,084480139	0,628010305	0,917061259	0,65439332	0,927646319	1,464109136	-0,194905804	1,051911952	-0,007100601	-0,055946985	0,26575547	0,135735656	-0,487511687	0,688322752	-0,222353439	-0,273783911	-0,041542937	-0,487079248	0,005265923	0,168843133	-0,179259859	-0,496949851	0,212695631	0,151381646	-0,533068389	-0,729407229	-1,775998792	-2,13946247	0,044114029	-0,946179681	-1,357814863	-1,989422065	-0,121801002	0,982610291	0,612775408	1,085154316	2,954996388	2,06274312	1,695601747	1,232697448	3,384329811	2,410290695	2,287252061	1,710383993	3,251485345	2,313413427	2,271118195	1,660098247	0,65744984	1,625447259	1,160013651	0,830036141	-1
2,33349	0,107824927	0,052173841	-0,420727028	0,435482278	0,766229046	0,594364367	-0,090782359	-0,196835958	0,837970108	0,546311042	1,232656249	0,666715888	0,865070197	0,88357438	0,438025098	1,12381627	-0,636048962	0,018827491	-0,420877226	-1,395880299	-1,551554528	0,026460041	-0,035870449	0,069099258	-0,661228588	0,345149539	0,692261588	0,522821177	0,794177986	-0,094070063	1,021754437	0,011764018	0,10795549	0,448555377	0,166866321	-0,111267704	0,660805099	-0,5508314	-0,710209466	-0,152286663	-0,764831484	-0,173161866	0,243916593	-0,296478338	0,440904724	0,302116917	0,068463803	-0,702095199	-0,893963337	-1,031677734	-1,937704585	-0,898187069	-0,613113943	-1,294555423	-1,634000951	0,222271235	0,067608368	0,927863077	0,64925894	0,645974365	2,585987837	2,062873366	1,839628885	0,975621088	3,182950908	2,558180534	2,543859096	1,355393576	3,367207807	2,709277519	2,711959639	0,530086413	0,825666646	1,635909775	1,27956968	0
2,33296	0,067152473	0,068432929	-0,024277894	-0,320979229	0,350117467	0,660273966	0,167692443	0,053739143	-0,066107507	0,823071084	-0,421944379	0,543778655	0,315193968	-0,721018538	0,108994164	-0,033831538	-0,84711117	-2,055360757	-1,543431804	-1,395880299	-0,0100587	0,06558343	-0,037309022	0,058658925	0,014603098	-0,309964828	0,381233801	0,689691065	0,550188482	0,158017089	0,557215849	-0,080991536	0,232689436	0,165494862	0,363135403	-0,000161253	-0,351198911	-0,399697941	-0,087798032	-0,656568809	-0,993567655	-0,146075685	-0,183522504	-0,3304892	-0,053231822	-0,06416552	0,021124927	-0,714883878	-1,025329228	-1,176212494	-1,289561162	-0,289632704	-0,850772483	-0,670270253	-1,274072134	0,013835611	0,15948449	0,063181269	0,824176669	0,867696425	1,086112129	2,624218869	2,283853619	0,732885947	1,244532556	3,044185146	2,653549447	0,62377005	1,441156898	3,128924592	2,706924686	0,350662783	0,611883374	0,87580808	1,605483739	1
2,36448	0,065217428	0,1654394	1,173289942	0,829489502	0,440331359	0,929454308	1,024108202	0,82476007	0,628741979	0,456782477	0,53530886	0,076670739	0,739609805	1,796469899	0,717505001	1,054128357	0,867098144	0,312825011	0,449860532	-1,395880299	-1,551554528	0,087463209	-0,002838474	0,053907259	1,188530106	0,760310877	0,358836106	0,862986748	1,10020485	0,991618261	1,199593606	0,263844978	1,183493987	0,890160246	0,854708	0,620388991	0,300047066	0,475184804	0,173477742	-0,383715703	0,096169786	0,883359761	0,331388144	0,555204564	0,787008625	0,654001704	0,824082228	-0,015546338	-0,529309503	-0,865276441	-1,046728291	0,543113726	0,180707336	-0,380652091	-0,309980482	0,887781265	0,609368217	0,622160439	0,488418741	0,018555228	0,634236877	0,894549316	2,328802013	0,021746207	0,54869901	1,028216947	2,697436096	0,151046187	0,563833691	1,266766176	2,820761161	0,116020365	0,323983803	0,566466921	0,822403817	1
2,39792	0,180297835	0,23898894	1,245031915	1,745603491	1,44576519	1,046626927	0,775321361	1,244975855	1,122538038	0,943934647	1,396996717	1,295061743	0,829757045	0,81422333	1,740854656	1,01684776	0,599179858	1,096794904	0,826118647	-1,395880299	-1,551554528	0,132274608	0,041823494	0,059888507	0,694769817	1,346988936	1,080873144	0,714591024	1,140176444	0,740821132	0,739837613	1,323614866	0,629135805	1,203357335	1,080504464	1,086690574	1,012912079	1,228432225	0,851415678	0,583490121	0,366962647	0,357962378	0,649227122	1,201941275	0,243363166	0,542637812	1,008940244	-0,041928217	-0,041518127	-0,467362111	-0,786252256	-1,232318097	-0,498534532	-0,57688143	-0,958449796	0,676243713	1,060974119	0,875142329	0,880673378	1,850053862	1,335571692	1,599213642	1,753940742	1,631281146	1,199850452	1,417924787	1,770519964	1,626891723	1,291646482	1,428178705	1,965861752	1,459404513	1,092641321	1,094698909	1,222274298	0
